date	time	comment	PM1	PM2.5	PM4	PM10	PMtot	Cn	rH	T	p	status flow	status coinc.	status pumps	status w.-statation	status IADS	status calib.	status LED	status op.-modus	modus	alt. PM#1	alt. PM#2	alt. PM#3	alt. PM#4	alt. PM#5	alt. PM#6	alt. PM#7	alt. PM#8	alt. PM#9	alt. PM#10	alt. PM#11	alt. PM#12	alt. PM#13	flowrate	velocity	coincidence	pump output	IADS T	channel deviation	LED T	aux. T	aux. h	aux. p	0.103730	0.111469	0.119786	0.128723	0.138327	0.148647	0.159737	0.171655	0.184462	0.198224	0.213013	0.228905	0.245984	0.264336	0.284057	0.305250	0.328024	0.352497	0.378797	0.407058	0.437427	0.470063	0.505133	0.542820	0.583319	0.626839	0.673606	0.723862	0.777868	0.835903	0.898268	0.965286	1.037304	1.114695	1.197860	1.287230	1.383267	1.486470	1.597372	1.716548	1.844616	1.982239	2.130130	2.289054	2.459835	2.643358	2.840573	3.052502	3.280243	3.524975	3.787966	4.070578	4.374274	4.700629	5.051333	5.428202	5.833189	6.268390	6.736061	7.238624	7.778682	8.359033	8.982682	9.652861	10.373039	11.146949	11.978599	12.872296	13.832670	14.864696	15.973718	17.165483	18.446161	19.822390	21.301296	22.890539	24.598352	26.433582	0.000000	0.000000	wind speed	wind direction	wind signal quality	prec. int.	prec. type	T_dew_point	
7/1/2026	12:00:00 AM		8.332125	11.428303	14.112692	21.162509	28.338954	327.146332	64.979396	25.400240	987.472534	0	0	0	0	0	0	0	0	1	8.332	11.428	14.113	21.163	28.339	3.350	5.767	8.637	21.891	49.191	21.822	8.945	37.366	4.80	10.15	0.37	42.29	34.90	1.97	35.76	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1203	12.5553	49.5223	60.7182	49.1063	40.4196	35.2356	31.1127	22.2659	8.4039	2.9463	1.4889	1.0259	0.4375	0.3522	0.4999	0.3184	0.2569	0.3739	0.2475	0.2707	0.2503	0.2265	0.2345	0.1491	0.2050	0.1094	0.0801	0.1419	0.0693	0.1064	0.0450	0.1375	0.0916	0.0318	0.0120	0.0387	0.0000	0.0760	0.0466	0.0041	0.0759	0.0253	0.0505	0.0252	0.0252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.7582	285.4042	100.0000	0.0000	0.0000	17.6604	
7/1/2026	12:01:00 AM		8.286913	11.305411	13.949491	20.682024	27.173444	307.512054	64.116300	25.424164	987.472534	0	0	0	0	0	0	0	0	1	8.287	11.305	13.949	20.682	27.173	3.330	5.690	8.524	21.306	43.032	21.210	8.799	33.474	4.79	10.13	0.55	42.29	34.70	1.97	35.72	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1334	13.1453	47.3858	58.6911	48.5429	39.0302	33.8253	31.1288	21.1651	8.3601	2.7631	1.3654	0.8618	0.3745	0.5026	0.4820	0.5087	0.5481	0.3690	0.2028	0.1814	0.2296	0.2016	0.2851	0.1522	0.2355	0.1642	0.1851	0.0509	0.0897	0.0753	0.0573	0.0358	0.1424	0.1084	0.1132	0.0641	0.0507	0.0000	0.0719	0.0547	0.0253	0.0253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0248	0.0247	0.0000	0.0000	0.0165	0.0080	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3297	285.1680	100.0000	0.0000	0.0000	17.4741	
7/1/2026	12:02:00 AM		8.239478	11.246355	13.863740	20.921997	27.689810	304.753387	64.116300	25.424164	987.472534	0	0	0	0	0	0	0	0	1	8.239	11.246	13.864	20.922	27.690	3.308	5.636	8.485	21.359	40.108	21.442	8.728	31.903	4.80	10.13	0.35	42.28	34.40	1.97	35.72	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2219	12.1277	47.7375	59.5998	49.0444	38.4114	32.7057	30.9509	20.4908	8.2168	2.8359	1.6010	0.8224	0.7054	0.4618	0.5225	0.4165	0.2209	0.4036	0.2248	0.1332	0.2241	0.1833	0.2153	0.2958	0.0896	0.1316	0.0842	0.1019	0.0321	0.0803	0.1981	0.1764	0.0217	0.0254	0.0254	0.0000	0.0254	0.0000	0.0000	0.0506	0.0000	0.0490	0.0520	0.0000	0.0000	0.0000	0.0251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0249	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0242	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3297	285.1680	100.0000	0.0000	0.0000	17.4741	
7/1/2026	12:03:00 AM		8.198340	11.199956	13.836647	21.117325	28.229583	310.270874	63.249961	25.444941	987.513733	0	0	0	0	0	0	0	0	1	8.198	11.200	13.837	21.117	28.230	3.288	5.582	8.483	21.328	39.203	21.586	8.711	31.485	4.80	10.12	0.59	42.29	34.20	1.97	35.69	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2094	12.7361	47.9629	61.9821	50.6564	37.7368	33.7100	31.0831	22.0322	8.4068	2.6462	1.3707	0.6904	0.6309	0.3551	0.2164	0.4997	0.4080	0.3127	0.2143	0.2906	0.2603	0.1392	0.2312	0.2050	0.2237	0.2007	0.1032	0.0328	0.0501	0.0378	0.0506	0.0934	0.0726	0.0762	0.0000	0.0508	0.0254	0.0348	0.0159	0.0337	0.1107	0.0579	0.0252	0.0000	0.0239	0.0013	0.0251	0.0000	0.0016	0.0484	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.5234	283.2894	100.0000	0.0000	0.0000	17.2541	
7/1/2026	12:04:00 AM		8.169850	11.160840	13.889611	20.820242	27.572563	303.677277	63.249961	25.444941	987.513733	0	0	0	0	0	0	0	0	1	8.170	11.161	13.890	20.820	27.573	3.274	5.544	8.551	20.926	37.457	21.055	8.751	30.216	4.81	10.12	0.70	42.28	33.90	1.97	35.69	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1134	12.7385	47.2607	59.6753	47.1695	38.2569	33.8766	28.3426	21.8289	7.7517	3.3657	1.3592	0.7295	0.5721	0.4762	0.4470	0.3334	0.2423	0.2357	0.2629	0.1658	0.1482	0.2998	0.2399	0.2242	0.1774	0.0598	0.1055	0.0934	0.2009	0.0998	0.0517	0.0545	0.0916	0.0193	0.0887	0.0163	0.0598	0.0253	0.0213	0.0631	0.0528	0.0147	0.0252	0.0252	0.0000	0.0000	0.0000	0.0000	0.0251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.5234	283.2894	100.0000	0.0000	0.0000	17.2541	
7/1/2026	12:05:00 AM		8.131916	11.120339	13.932853	20.382510	26.568886	309.048523	62.402701	25.462779	987.513733	0	0	0	0	0	0	0	0	1	8.132	11.120	13.933	20.383	26.569	3.257	5.538	8.616	20.423	34.695	20.319	8.782	28.230	4.80	10.12	0.35	42.29	33.80	1.97	35.66	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1645	12.8179	45.8904	59.9490	47.8898	39.0315	32.7436	30.8958	21.7553	8.5115	3.1389	1.3839	0.6851	0.4579	0.4952	0.6018	0.5048	0.2485	0.0762	0.1507	0.1120	0.2503	0.3253	0.0593	0.1746	0.1600	0.1377	0.1731	0.2685	0.1010	0.0123	0.0319	0.0613	0.1234	0.0254	0.1016	0.0508	0.0000	0.0507	0.0253	0.0506	0.0000	0.0000	0.0252	0.0013	0.0239	0.0000	0.0000	0.0000	0.0000	0.0250	0.0000	0.0000	0.0249	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3503	282.5149	100.0000	0.0000	0.0000	17.0527	
7/1/2026	12:06:00 AM		8.095779	11.102659	13.954222	20.472933	26.752412	314.567810	62.402701	25.462779	987.513733	0	0	0	0	0	0	0	0	1	8.096	11.103	13.954	20.473	26.752	3.239	5.530	8.667	20.489	34.808	20.367	8.813	28.318	4.81	10.11	0.49	42.30	33.50	1.97	35.60	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1976	13.5029	46.2796	58.6475	46.4796	36.7273	33.4377	30.2129	21.6039	8.1067	2.9859	1.4951	0.9006	0.5424	0.4346	0.4711	0.3164	0.3308	0.2616	0.2030	0.2324	0.1589	0.2080	0.1630	0.2983	0.0953	0.2452	0.1680	0.1048	0.0873	0.1131	0.1789	0.0254	0.0190	0.0701	0.0887	0.0417	0.0598	0.0000	0.0253	0.0000	0.0000	0.0000	0.0000	0.0504	0.0252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3503	282.5149	100.0000	0.0000	0.0000	17.0527	
7/1/2026	12:07:00 AM		8.077841	11.067075	13.939008	20.261795	26.349329	316.257935	61.577190	25.476419	987.513733	0	0	0	0	0	0	0	0	1	8.078	11.067	13.939	20.262	26.349	3.230	5.513	8.674	20.165	33.450	19.900	8.789	27.316	4.78	10.10	0.58	42.30	33.30	1.97	35.56	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2716	12.6062	47.0242	60.6246	48.4897	39.1424	33.9285	30.1659	20.2990	8.1848	3.1336	1.5572	0.4595	0.5022	0.3238	0.4769	0.4696	0.2839	0.4102	0.0898	0.1999	0.1673	0.0665	0.2337	0.1240	0.1791	0.2113	0.1055	0.1674	0.1015	0.2138	0.1090	0.1084	0.0190	0.0955	0.0887	0.0761	0.0235	0.0272	0.0000	0.0506	0.0253	0.0253	0.0000	0.0000	0.0239	0.0013	0.0000	0.0251	0.0250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.8860	282.1634	100.0000	0.0000	0.0000	16.8210	
7/1/2026	12:08:00 AM		8.051769	11.024117	13.922052	19.992293	25.772318	312.567719	61.577190	25.476419	987.513733	0	0	0	0	0	0	0	0	1	8.052	11.024	13.922	19.992	25.772	3.217	5.493	8.663	19.854	31.862	19.441	8.772	26.161	4.80	10.09	0.63	42.30	33.10	1.97	35.44	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2668	12.6453	47.7226	59.4290	47.5896	38.3156	34.2629	30.9561	20.9319	8.7747	3.1069	1.4247	1.0080	0.7836	0.4593	0.4375	0.5025	0.2694	0.3228	0.1992	0.2311	0.3126	0.1228	0.1321	0.1006	0.1282	0.0927	0.0842	0.1289	0.0815	0.0935	0.1596	0.1038	0.1577	0.0382	0.0762	0.0254	0.0507	0.0000	0.0253	0.0253	0.0000	0.0253	0.0252	0.0000	0.0239	0.0476	0.0241	0.0051	0.0000	0.0100	0.0367	0.0032	0.0000	0.0248	0.0000	0.0000	0.0224	0.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.8860	282.1634	100.0000	0.0000	0.0000	16.8210	
7/1/2026	12:09:00 AM		8.014584	10.977056	13.900615	19.970501	25.740550	302.908325	60.759120	25.488591	987.513733	0	0	0	0	0	0	0	0	1	8.015	10.977	13.901	19.971	25.741	3.198	5.448	8.648	19.845	31.735	19.415	8.769	26.069	4.80	10.11	0.41	42.29	33.00	1.97	35.40	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2094	12.2796	45.0701	59.3363	45.4974	37.4460	33.2172	30.1634	20.3756	8.7828	2.7195	1.3815	0.8735	0.8130	0.4555	0.3802	0.3683	0.2652	0.2955	0.1251	0.2070	0.2651	0.1406	0.1597	0.2008	0.1399	0.0973	0.0801	0.1173	0.0807	0.1698	0.1409	0.0717	0.1387	0.0318	0.0628	0.0134	0.0489	0.0272	0.0253	0.0337	0.0349	0.0073	0.0252	0.0252	0.0000	0.0462	0.0241	0.0271	0.0030	0.0000	0.0217	0.0032	0.0000	0.0000	0.0000	0.0000	0.0224	0.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.8530	281.0812	100.0000	0.0000	0.0000	16.6094	
7/1/2026	12:10:00 AM		7.981500	10.940866	13.885150	19.974468	25.689037	313.647919	60.759120	25.488591	987.513733	0	0	0	0	0	0	0	0	1	7.982	10.941	13.885	19.974	25.689	3.182	5.409	8.638	19.974	31.629	19.517	8.782	26.019	4.80	10.07	0.58	42.29	32.80	1.97	35.34	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2281	12.0673	46.0414	59.6769	46.7630	38.0947	33.7274	30.0798	20.4754	8.1138	2.9017	1.2827	0.8443	0.6219	0.4383	0.5386	0.4398	0.3652	0.2466	0.0968	0.0921	0.3395	0.1847	0.2312	0.1027	0.2570	0.2099	0.1245	0.1229	0.1390	0.1008	0.1082	0.1375	0.0407	0.0701	0.0379	0.0000	0.0489	0.0018	0.0466	0.0377	0.0169	0.0000	0.0505	0.0000	0.0000	0.0252	0.0200	0.0051	0.0000	0.0000	0.0250	0.0000	0.0000	0.0000	0.0000	0.0247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.8530	281.0812	100.0000	0.0000	0.0000	16.6094	
7/1/2026	12:11:00 AM		7.946336	10.889206	13.837148	19.893748	25.739912	295.852234	59.953068	25.498874	987.513733	0	0	0	0	0	0	0	0	1	7.946	10.889	13.837	19.894	25.740	3.165	5.365	8.597	19.973	34.118	19.558	8.766	27.505	4.80	10.10	0.52	42.29	32.60	1.97	35.31	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2868	11.6495	44.3807	57.5552	44.6901	37.5682	32.0373	28.8587	20.7570	9.0676	2.9445	1.2724	0.8283	0.7133	0.4194	0.3941	0.3161	0.2735	0.3060	0.1580	0.1205	0.3339	0.2141	0.2115	0.1746	0.1795	0.1868	0.2574	0.0639	0.0067	0.1197	0.1026	0.0291	0.0851	0.0128	0.0254	0.0489	0.1015	0.0272	0.0466	0.0041	0.0000	0.0253	0.0757	0.0000	0.0000	0.0000	0.0000	0.0251	0.0000	0.0250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	0.0037	0.0039	0.0042	0.0045	0.0049	0.0014	0.0000	0.0000	9.6964	281.8118	100.0000	0.0000	0.0000	16.4096	
7/1/2026	12:12:00 AM		7.917841	10.849123	13.819055	19.873051	26.173323	301.526733	59.953068	25.498874	987.513733	0	0	0	0	0	0	0	0	1	7.891	10.811	13.803	19.830	26.870	3.141	5.292	8.596	19.876	48.152	19.752	8.766	36.010	4.80	10.08	0.26	42.30	32.40	1.97	35.31	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2730	12.4221	46.0838	58.6495	47.0346	36.7028	31.5004	27.5375	21.3112	8.6774	2.3713	1.4694	0.8550	0.7105	0.4280	0.4266	0.3413	0.2590	0.2571	0.1863	0.2863	0.1476	0.1323	0.1304	0.1009	0.1848	0.0955	0.1708	0.1864	0.0760	0.1375	0.0836	0.0613	0.0217	0.0762	0.0000	0.0254	0.0941	0.0073	0.0466	0.0800	0.0253	0.0000	0.0024	0.0493	0.0239	0.0252	0.0000	0.0000	0.0251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0025	0.0073	0.0079	0.0085	0.0091	0.0098	0.0029	0.0000	0.0000	9.6964	281.8118	100.0000	0.0000	0.0000	16.4096	
7/1/2026	12:13:00 AM		7.864692	10.788255	13.807439	19.971576	28.312826	299.829163	59.131181	25.510626	987.486267	0	0	0	0	0	0	0	0	1	7.865	10.788	13.807	19.972	28.313	3.129	5.268	8.619	19.854	60.539	20.083	8.780	43.615	4.79	10.09	0.52	42.31	32.20	1.97	35.31	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2039	11.9629	44.9949	55.9409	44.4777	36.7266	30.9562	28.9337	20.9516	8.7479	2.7692	1.3171	0.7359	0.4205	0.4581	0.4109	0.4398	0.2652	0.2571	0.1835	0.1247	0.1567	0.2341	0.2370	0.0981	0.1345	0.1465	0.1323	0.1500	0.1696	0.0818	0.0696	0.0977	0.1568	0.0064	0.0000	0.0163	0.0091	0.0253	0.0253	0.0253	0.0000	0.0253	0.0277	0.0228	0.0000	0.0462	0.0041	0.0000	0.0501	0.0100	0.0150	0.0000	0.0249	0.0000	0.0000	0.0000	0.0224	0.0022	0.0000	0.0000	0.0000	0.0000	0.0242	0.0000	0.0025	0.0073	0.0079	0.0085	0.0091	0.0098	0.0029	0.0000	0.0000	9.8901	281.8887	100.0000	0.0000	0.0000	16.1712	
7/1/2026	12:14:00 AM		7.821698	10.765930	13.758993	20.684450	32.669641	288.643829	59.131181	25.510626	987.486267	0	0	0	0	0	0	0	0	1	7.822	10.766	13.759	20.684	32.670	3.111	5.225	8.607	19.871	87.758	21.144	8.752	60.605	4.81	10.08	0.69	42.29	32.10	1.97	35.28	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1763	12.2519	45.6261	57.4394	46.7864	35.7577	31.9389	28.5349	20.8815	8.5013	3.0902	1.7046	0.4565	0.4561	0.4696	0.2858	0.5144	0.3370	0.1340	0.1349	0.1587	0.2163	0.1647	0.1844	0.1998	0.1288	0.0761	0.0879	0.1682	0.1382	0.1508	0.1210	0.1510	0.0662	0.0701	0.0619	0.0521	0.0235	0.0018	0.0253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0252	0.0000	0.0000	0.0251	0.0000	0.0000	0.0000	0.0000	0.0249	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0252	0.0037	0.0039	0.0042	0.0045	0.0049	0.0014	0.0000	0.0000	9.8901	281.8887	100.0000	0.0000	0.0000	16.1712	
7/1/2026	12:15:00 AM		7.782751	10.739274	13.659239	21.205373	35.892772	302.137543	58.278770	25.525946	987.472534	0	0	0	0	0	0	0	0	1	7.783	10.739	13.659	21.205	35.893	3.095	5.205	8.542	19.701	105.815	21.797	8.669	71.941	4.80	10.09	0.46	42.27	31.90	1.97	35.21	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1071	11.9800	45.8011	56.5974	46.3172	36.5064	32.9455	27.8342	20.1987	8.9351	2.6326	1.2503	0.8345	0.5281	0.4337	0.5243	0.4474	0.2313	0.1763	0.2244	0.3260	0.1234	0.0410	0.1806	0.0747	0.0701	0.1423	0.1440	0.0271	0.0560	0.1329	0.1269	0.0680	0.0217	0.0762	0.0494	0.0521	0.0235	0.0018	0.0425	0.0081	0.0253	0.0237	0.0268	0.0013	0.0239	0.0000	0.0251	0.0251	0.0000	0.0250	0.0000	0.0499	0.0000	0.0248	0.0000	0.0000	0.0000	0.0000	0.0000	0.0244	0.0000	0.0243	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.9766	280.0595	100.0000	0.0000	0.0000	15.9328	
7/1/2026	12:16:00 AM		7.739255	10.718914	13.614155	21.503904	37.075013	278.523224	58.278770	25.525946	987.472534	0	0	0	0	0	0	0	0	1	7.739	10.719	13.614	21.504	37.075	3.077	5.203	8.513	20.001	113.472	22.420	8.671	76.811	4.79	10.07	0.49	42.31	31.70	1.98	35.21	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2419	11.7478	44.1228	55.6125	45.0290	34.5784	31.3003	29.7125	19.2033	9.0484	2.7949	1.2792	0.9249	0.5012	0.3757	0.2558	0.4474	0.1823	0.1864	0.1412	0.1418	0.1922	0.1492	0.1037	0.0768	0.1929	0.1734	0.1365	0.1593	0.0709	0.0941	0.1269	0.0389	0.0000	0.0508	0.0374	0.0550	0.0091	0.0760	0.0719	0.0041	0.0938	0.0310	0.0268	0.0252	0.0000	0.0252	0.0000	0.0000	0.0016	0.0234	0.0000	0.0000	0.0249	0.0000	0.0000	0.0000	0.0224	0.0022	0.0000	0.0000	0.0244	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.9766	280.0595	100.0000	0.0000	0.0000	15.9328	
7/1/2026	12:17:00 AM		7.687553	10.659480	13.547345	21.571322	37.186617	291.101227	57.424069	25.542735	987.458801	0	0	0	0	0	0	0	0	1	7.688	10.659	13.547	21.571	37.187	3.056	5.157	8.475	20.106	114.312	22.686	8.658	77.422	4.81	10.07	0.53	42.30	31.50	1.98	35.18	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2163	12.5213	44.1755	55.0467	44.0630	36.8972	33.0250	27.8172	20.9756	8.7751	2.7181	1.7170	0.7704	0.4317	0.3835	0.3799	0.6495	0.2203	0.1868	0.1353	0.1219	0.2121	0.2321	0.1793	0.0517	0.1147	0.0385	0.1258	0.1804	0.0815	0.0311	0.1269	0.0425	0.0472	0.0254	0.0628	0.0967	0.0942	0.0000	0.0213	0.0547	0.0179	0.0326	0.0505	0.0013	0.0478	0.0224	0.0041	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0096	276.3902	100.0000	0.0000	0.0000	15.7331	
7/1/2026	12:18:00 AM		7.643883	10.622254	13.525314	21.626398	37.073281	278.678558	57.424069	25.542735	987.458801	0	0	0	0	0	0	0	0	1	7.644	10.622	13.525	21.626	37.073	3.038	5.125	8.480	20.340	113.785	22.798	8.667	77.115	4.80	10.06	0.65	42.29	31.40	1.98	35.18	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2225	11.3536	44.8065	56.9269	45.4792	35.4044	31.2099	28.2201	20.1099	8.5929	2.8000	1.2056	0.3749	0.5498	0.5651	0.5893	0.4650	0.2506	0.4382	0.1150	0.2254	0.1673	0.0657	0.1283	0.0010	0.1338	0.0701	0.1134	0.1920	0.0889	0.1763	0.1157	0.1017	0.0190	0.0704	0.0630	0.0000	0.0000	0.0000	0.0000	0.0590	0.0169	0.0000	0.0252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0499	0.0000	0.0000	0.0000	0.0247	0.0000	0.0246	0.0000	0.0000	0.0232	0.0011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0096	276.3902	100.0000	0.0000	0.0000	15.7331	
7/1/2026	12:19:00 AM		7.603095	10.605529	13.431290	22.159695	38.136670	291.412109	56.563073	25.563301	987.431335	0	0	0	0	0	0	0	0	1	7.603	10.606	13.431	22.160	38.137	3.022	5.109	8.413	21.132	115.827	23.615	8.627	78.654	4.80	10.07	0.26	42.28	31.20	1.98	35.18	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1583	12.0883	45.7714	55.5208	44.1183	35.9073	31.6732	29.1766	20.6637	9.0069	3.5969	1.2657	0.5716	0.5403	0.4004	0.5094	0.4631	0.3308	0.3190	0.1195	0.0737	0.1234	0.1151	0.1894	0.1966	0.2043	0.1182	0.0712	0.0400	0.1324	0.0311	0.0947	0.0784	0.1195	0.0511	0.0000	0.0254	0.0254	0.0000	0.0000	0.0000	0.0253	0.0253	0.0505	0.0252	0.0000	0.0252	0.0000	0.0000	0.0016	0.0234	0.0000	0.0000	0.0000	0.0110	0.0138	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.1827	276.1046	100.0000	0.0000	0.0000	15.5031	
7/1/2026	12:20:00 AM		7.567830	10.562704	13.273833	22.480129	38.877330	283.586365	56.563073	25.563301	987.431335	0	0	0	0	0	0	0	0	1	7.568	10.563	13.274	22.480	38.877	3.008	5.079	8.275	21.693	117.544	24.247	8.534	79.923	4.80	10.06	0.27	42.29	31.00	1.98	35.18	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1776	11.4022	43.0665	55.9485	43.5165	35.1651	31.2623	26.3883	19.9374	9.1839	2.9384	1.5081	0.9486	0.4522	0.4222	0.4682	0.8038	0.1630	0.2633	0.2147	0.1120	0.1637	0.1847	0.1078	0.0978	0.1469	0.0747	0.1287	0.1092	0.0756	0.0632	0.0760	0.0680	0.0597	0.0636	0.0374	0.0134	0.0000	0.0000	0.0000	0.0337	0.0169	0.0000	0.0000	0.0000	0.0252	0.0252	0.0000	0.0220	0.0281	0.0000	0.0250	0.0102	0.0147	0.0358	0.0138	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.1827	276.1046	100.0000	0.0000	0.0000	15.5031	
7/1/2026	12:21:00 AM		7.530021	10.490426	13.132012	22.531693	38.991191	287.886475	55.703412	25.586385	987.431335	0	0	0	0	0	0	0	0	1	7.530	10.490	13.132	22.532	38.991	2.992	5.016	8.155	22.048	118.046	24.590	8.457	80.321	4.79	10.05	0.38	42.30	31.00	1.98	35.18	-40.00	0.00	700.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2481	10.7151	42.3643	56.9675	45.1456	34.7575	30.7120	27.9037	21.9320	8.2619	2.6508	1.4758	0.7565	0.4845	0.1668	0.4733	0.3515	0.3079	0.2333	0.2349	0.0921	0.1660	0.1323	0.1325	0.2005	0.1597	0.0789	0.1175	0.0255	0.0133	0.0622	0.0704	0.0830	0.0380	0.0382	0.0374	0.0550	0.0091	0.0095	0.0159	0.0253	0.0000	0.0237	0.0016	0.0013	0.0478	0.0265	0.0000	0.0000	0.0000	0.0000	0.0000	0.0249	0.0000	0.0000	0.0248	0.0000	0.0000	0.0000	0.0000	0.0000	0.0244	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.4670	276.9615	100.0000	0.0000	0.0000	15.3016	
